# BEAST v1.10.5 Prerelease #23570d1
# Generated Mon Mar 01 09:06:43 CET 2021 [seed=1614585993771]
# TreeTime_270221.xml
state	joint	prior	likelihood	coordinates.precision.col11	coordinates.precision.col12	coordinates.precision.col21	coordinates.precision.col22	correlation	coordinates.varCovar.coordinates.precision.col11	coordinates.varCovar.coordinates.precision.col12	coordinates.varCovar.coordinates.precision.col21	coordinates.varCovar.coordinates.precision.col22	coordinates.diffusionRate1	coordinates.traitLikelihood1
25470000	-329053.581582011	-32445.738672038875	-296607.8429099721	1.7832094238504428E-10	-5.50990014147014E-11	-5.50990014147014E-11	2.7692672652446526E-10	0.2479477186126408	5.975210710289858E9	1.1888637384745672E9	1.1888637384745672E9	3.8476069759701023E9	474162.54974426044	-296607.8429099721
25480000	-329040.217539863	-32436.541380777	-296603.676159086	1.796858282969366E-10	-5.310835113571985E-11	-5.310835113571985E-11	2.8261330883145563E-10	0.23567287515739307	5.892551520008885E9	1.1073211537839656E9	1.1073211537839656E9	3.746490230885125E9	474396.9945944788	-296603.676159086
25490000	-329084.605805961	-32450.45771050521	-296634.1480954558	1.7681376583505452E-10	-5.1465977111495515E-11	-5.1465977111495515E-11	2.7035683367739403E-10	0.23539298152456714	5.987430924836545E9	1.1397861808886247E9	1.1397861808886247E9	3.9157886083281684E9	474328.46874164883	-296634.1480954558
25500000	-329040.2296354234	-32444.327356114067	-296595.90227930935	1.7987850566612386E-10	-5.5431784486834615E-11	-5.5431784486834615E-11	2.7089511985657716E-10	0.25111267454944103	5.933457346958756E9	1.2141308750507479E9	1.214130875050748E9	3.9399064906362934E9	471454.6562038253	-296595.90227930935
25510000	-329035.1601879462	-32453.13217279174	-296582.0280151545	1.7787317246102816E-10	-5.437574256139036E-11	-5.437574256139036E-11	2.794585416652715E-10	0.2438884766617325	5.9775366498926115E9	1.1630812645374525E9	1.1630812645374525E9	3.80465524897783E9	470975.11704984086	-296582.0280151545
25520000	-329049.3721271506	-32474.608813577004	-296574.7633135736	1.7783277807167454E-10	-5.5395874864571865E-11	-5.5395874864571865E-11	2.743928636642452E-10	0.2507755046066476	6.000630038925268E9	1.2114387608550985E9	1.2114387608550985E9	3.8889812794408717E9	472461.2958296982	-296574.7633135736
25530000	-329041.9087822829	-32480.98279292416	-296560.92598935874	1.7617170161954354E-10	-5.262957600689699E-11	-5.262957600689699E-11	2.757340786471426E-10	0.23879024120883446	6.019518146618336E9	1.1489500658631349E9	1.148950065863135E9	3.8459836376502333E9	472823.6484963	-296560.92598935874
25540000	-328963.9327211738	-32438.00614601672	-296525.9265751571	1.7824188691707794E-10	-5.488338125171764E-11	-5.488338125171764E-11	2.7261347250066905E-10	0.24897876969508909	5.981126098351301E9	1.2041386691540244E9	1.2041386691540244E9	3.910618179945233E9	472319.1978768601	-296525.9265751571
25550000	-328909.8405976701	-32376.194128761268	-296533.6464689089	1.7706962264136154E-10	-5.7907562010479537E-11	-5.7907562010479537E-11	2.7895774356675017E-10	0.2605517769061243	6.05881203836607E9	1.257721077520725E9	1.257721077520725E9	3.8458568942062974E9	472923.07739673124	-296533.6464689089
25560000	-328918.53360761993	-32379.174829086507	-296539.3587785334	1.777361842239528E-10	-5.390040533595804E-11	-5.390040533595804E-11	2.717643894959979E-10	0.24524933065697285	5.986380589256791E9	1.1873091277877088E9	1.1873091277877088E9	3.9151429855106497E9	473080.51356882724	-296539.3587785334
25570000	-328953.1886993071	-32399.202210360872	-296553.98648894625	1.7519452496064165E-10	-5.156843908165488E-11	-5.156843908165488E-11	2.711258387629003E-10	0.23661281739602097	6.046455525284827E9	1.15004263274317E9	1.1500426327431705E9	3.907063628761277E9	473471.5320316622	-296553.98648894625
25580000	-328895.4884565932	-32342.32004412335	-296553.16841246985	1.800569214433962E-10	-5.207364655298899E-11	-5.207364655298899E-11	2.759152156622842E-10	0.23362819593159162	5.874438674808385E9	1.1086863858338344E9	1.1086863858338344E9	3.833544809970431E9	472134.5034488168	-296553.16841246985
25590000	-328881.92784216633	-32317.140067001397	-296564.78777516494	1.7934270692935616E-10	-5.4268686842361065E-11	-5.4268686842361065E-11	2.7534322860269825E-10	0.24421382870286534	5.929557900354438E9	1.1686843451389296E9	1.1686843451389296E9	3.862172206451324E9	473492.01970967493	-296564.78777516494
25600000	-328899.4011131568	-32322.823521209484	-296576.57759194734	1.7603381286970898E-10	-5.484144417143231E-11	-5.484144417143231E-11	2.7457021734196296E-10	0.24945035201212684	6.057668102634819E9	1.2099319084049156E9	1.2099319084049158E9	3.8837220712759743E9	472291.31860365765	-296576.57759194734
25610000	-328961.91555588465	-32357.32962912494	-296604.5859267597	1.7360319009931714E-10	-5.4255092345458986E-11	-5.4255092345458986E-11	2.7478044591298217E-10	0.24840981095222586	6.139090324243594E9	1.2121565322898893E9	1.2121565322898893E9	3.8786081049378867E9	473578.0806947248	-296604.5859267597
25620000	-328992.22378352005	-32378.37603061272	-296613.8477529073	1.7688473748736414E-10	-5.0540864436750125E-11	-5.0540864436750125E-11	2.7318716946542333E-10	0.2299150156683648	5.968921668726604E9	1.1042775598978994E9	1.1042775598978996E9	3.864790372554362E9	473201.86689677794	-296613.8477529073
25630000	-329097.9632074207	-32480.00984245173	-296617.953364969	1.7408732615340536E-10	-5.261290850756611E-11	-5.261290850756611E-11	2.7372580425462354E-10	0.2410187685250926	6.098506049448795E9	1.1721954445844624E9	1.1721954445844624E9	3.87859893067051E9	472644.44999075704	-296617.953364969
25640000	-329138.2980981728	-32499.77203900611	-296638.5260591667	1.7486046354910833E-10	-5.22747121586672E-11	-5.22747121586672E-11	2.6775881657420216E-10	0.2415872151044606	6.073310669384677E9	1.1856960347905674E9	1.1856960347905674E9	3.9661884247686396E9	474238.01684008166	-296638.5260591667
25650000	-329156.49899667397	-32502.175543055237	-296654.32345361874	1.7619490870928099E-10	-5.474648309228482E-11	-5.474648309228482E-11	2.7844306433684954E-10	0.247167489009981	6.044821738189602E9	1.18851130974957E9	1.18851130974957E9	3.825079345613428E9	471415.69434895535	-296654.32345361874
25660000	-329136.6436148029	-32470.481659538647	-296666.1619552643	1.7875498015703903E-10	-5.580407596333836E-11	-5.580407596333836E-11	2.7205362333648005E-10	0.2530518920960525	5.976987694503379E9	1.2260093111256874E9	1.2260093111256874E9	3.927226932788851E9	472414.8807203743	-296666.1619552643
25670000	-329071.495156906	-32413.530285379024	-296657.964871527	1.7677835860194332E-10	-5.18250528635253E-11	-5.18250528635253E-11	2.703785035880231E-10	0.2370495445007434	5.993596091997128E9	1.1488281434668357E9	1.1488281434668357E9	3.918721589201104E9	473604.67056125286	-296657.964871527
25680000	-329075.21927371714	-32414.35400399451	-296660.86526972265	1.7501929185403606E-10	-5.41836550784636E-11	-5.41836550784636E-11	2.7479135953208104E-10	0.24707215341807115	6.085119851027226E9	1.1998704605581968E9	1.1998704605581965E9	3.8757163579933653E9	474099.7817664004	-296660.86526972265
25690000	-329039.0898323125	-32388.952671787836	-296650.13716052467	1.8041173586148715E-10	-5.58023482725406E-11	-5.58023482725406E-11	2.6944826009661727E-10	0.2530943154434932	5.922235730629427E9	1.2264865272248094E9	1.2264865272248094E9	3.965291250946145E9	475105.3787966834	-296650.13716052467
25700000	-329009.54232208384	-32368.125992977944	-296641.4163291059	1.7748849729610892E-10	-5.24915894507437E-11	-5.24915894507437E-11	2.736644537118332E-10	0.2381745876174275	5.97299905204906E9	1.1456811791859088E9	1.1456811791859086E9	3.8738630893422112E9	474007.02195464424	-296641.4163291059
25710000	-329060.00748024165	-32413.77950484897	-296646.22797539266	1.7614153904538912E-10	-5.2149875950180186E-11	-5.2149875950180186E-11	2.7475541206803437E-10	0.23705507559387332	6.015281965199521E9	1.1417289505941901E9	1.1417289505941901E9	3.856306287716928E9	472813.4590864338	-296646.22797539266
25720000	-329108.31099295564	-32437.13237908265	-296671.17861387297	1.7748061181777085E-10	-5.325846335404855E-11	-5.325846335404855E-11	2.7888075069787176E-10	0.2393888419142541	5.976938796901619E9	1.1414289981922555E9	1.1414289981922555E9	3.8037431834823513E9	471065.8454553722	-296671.17861387297
25730000	-329095.00977789715	-32413.15885492277	-296681.8509229744	1.7681862852698994E-10	-5.49548802569143E-11	-5.49548802569143E-11	2.7538378366881063E-10	0.24904227542894378	6.0294730107462635E9	1.2032261410002017E9	1.203226141000202E9	3.8714086003801317E9	472146.24762405775	-296681.8509229744
25740000	-329101.2275819392	-32431.763670875833	-296669.4639110634	1.797477401773388E-10	-5.5760205834092946E-11	-5.5760205834092946E-11	2.7627248824674343E-10	0.2502210424822066	5.934942406825927E9	1.197852208586685E9	1.1978522085866852E9	3.861377918878577E9	472675.53213835025	-296669.4639110634
25750000	-329080.2257545848	-32405.45282452256	-296674.77293006226	1.7840711184170722E-10	-5.48786789154176E-11	-5.48786789154176E-11	2.7132090997239566E-10	0.24943416257872178	5.977033192315109E9	1.2089436286397038E9	1.2089436286397038E9	3.930199221768233E9	473514.48986262875	-296674.77293006226
25760000	-329083.22813978937	-32431.129305576393	-296652.098834213	1.8012247977807846E-10	-5.622885674734671E-11	-5.622885674734671E-11	2.7593646909363806E-10	0.2522149022035492	5.928931171670603E9	1.2081658601046116E9	1.2081658601046116E9	3.870216171797348E9	471784.6056788433	-296652.098834213
25770000	-329026.05226338515	-32391.472113167518	-296634.58015021763	1.760828672594821E-10	-5.213501247140827E-11	-5.213501247140827E-11	2.7656501434320653E-10	0.2362502684539548	6.014858694325838E9	1.1338553930515935E9	1.1338553930515938E9	3.8295283572751517E9	471689.6445111416	-296634.58015021763
25780000	-329032.24707039446	-32401.023233005857	-296631.2238373886	1.768640353669879E-10	-5.239378729588348E-11	-5.239378729588348E-11	2.6615665532304156E-10	0.24148566902177165	6.004197495831857E9	1.1819454452389064E9	1.1819454452389064E9	3.989855511838681E9	472907.0759079442	-296631.2238373886
25790000	-328987.55453472934	-32376.409668592758	-296611.1448661366	1.8193313814198206E-10	-5.634358647267978E-11	-5.634358647267978E-11	2.7527784648724967E-10	0.25176940384205665	5.868517365478646E9	1.2011620981043394E9	1.2011620981043394E9	3.878545964256154E9	471073.5384255111	-296611.1448661366
25800000	-328979.8430356887	-32370.301463872016	-296609.54157181666	1.7579956822047226E-10	-5.391347945208048E-11	-5.391347945208048E-11	2.7647903015766547E-10	0.24454419635171187	6.050103581081934E9	1.1797716988359303E9	1.17977169883593E9	3.8469666094994736E9	471908.3691608154	-296609.54157181666
25810000	-328934.80355289247	-32336.484076147644	-296598.3194767448	1.7565785423484452E-10	-5.241940481089739E-11	-5.241940481089739E-11	2.713934014477921E-10	0.24008147839659108	6.041088192475619E9	1.1668310495774148E9	1.1668310495774148E9	3.9100603900933785E9	471981.1016903294	-296598.3194767448
25820000	-328893.1948412554	-32301.098690313844	-296592.0961509415	1.7563042191522972E-10	-5.21891564052985E-11	-5.21891564052985E-11	2.722252789642852E-10	0.23868008224462745	6.037733073631923E9	1.1575126193719888E9	1.1575126193719888E9	3.8953384901210175E9	473206.0589734433	-296592.0961509415
25830000	-328911.5995543456	-32337.39038341791	-296574.2091709277	1.7460157540180439E-10	-5.2086567270819146E-11	-5.2086567270819146E-11	2.7462328739791324E-10	0.23786633260549978	6.070814234484123E9	1.1514241090375445E9	1.1514241090375443E9	3.859737239896872E9	471331.3416925214	-296574.2091709277
25840000	-328931.7876293357	-32372.823281713478	-296558.96434762224	1.7550819082414985E-10	-4.963553331522468E-11	-4.963553331522468E-11	2.74386569492781E-10	0.22618436075758133	6.004949163074457E9	1.0862734819382422E9	1.0862734819382424E9	3.8409961739396243E9	472590.7018752209	-296558.96434762224
25850000	-328887.24104691285	-32355.637089289194	-296531.60395762365	1.760806625539855E-10	-5.5007016576078256E-11	-5.5007016576078256E-11	2.7558112182524156E-10	0.2497109155565385	6.056896394390911E9	1.20897904094145E9	1.20897904094145E9	3.8700122964936433E9	473736.6110115549	-296531.60395762365
25860000	-328763.52890415763	-32256.64582875379	-296506.88307540386	1.7748294572117073E-10	-5.2925037639827095E-11	-5.2925037639827095E-11	2.721292892381012E-10	0.24082147817709892	5.981225230857023E9	1.1632579916762223E9	1.1632579916762223E9	3.900960003116278E9	473504.146280236	-296506.88307540386
25870000	-328717.8001829304	-32181.930695427087	-296535.8694875033	1.7687794018474706E-10	-5.3548107732657583E-11	-5.3548107732657583E-11	2.7284151500534487E-10	0.2437541768289035	6.010751682938516E9	1.1796752362481906E9	1.1796752362481906E9	3.896655450763566E9	473551.62107618555	-296535.8694875033
25880000	-328749.2243754482	-32200.596835322856	-296548.62754012534	1.7519960376344385E-10	-5.2771225923627997E-11	-5.2771225923627997E-11	2.749524463380103E-10	0.24043729285753945	6.057988327220344E9	1.1627009503506694E9	1.1627009503506694E9	3.8601480680328345E9	473977.1967615391	-296548.62754012534
25890000	-328783.38952129503	-32244.989427803775	-296538.40009349125	1.757219841296206E-10	-5.037340767532322E-11	-5.037340767532322E-11	2.759472102712322E-10	0.22875746647387574	6.005051816478323E9	1.0962057669130864E9	1.0962057669130864E9	3.8239908965035877E9	473485.15945412946	-296538.40009349125
25900000	-328818.2897870833	-32234.077996326672	-296584.2117907566	1.7261009429303527E-10	-4.962735777285393E-11	-4.962735777285393E-11	2.7039090756928025E-10	0.22971640799912818	6.116150948910399E9	1.1225540609444704E9	1.1225540609444704E9	3.9043819982421737E9	473522.6146599966	-296584.2117907566
25910000	-328790.1285576473	-32221.09188856083	-296569.03666908643	1.763921497215799E-10	-5.4742528800190415E-11	-5.4742528800190415E-11	2.763007445957465E-10	0.2479671790230583	6.040609874439949E9	1.1968055334271946E9	1.1968055334271946E9	3.8563636986965556E9	474458.0900815104	-296569.03666908643
25920000	-328795.9491750845	-32232.614306413034	-296563.33486867143	1.7698268379979757E-10	-5.219269868664329E-11	-5.219269868664329E-11	2.7061515781501993E-10	0.2384889741397912	5.991021567845224E9	1.1554695828585696E9	1.1554695828585696E9	3.9181363096611753E9	473592.11960134545	-296563.33486867143
25930000	-328865.78163889825	-32286.12848107422	-296579.653157824	1.756751072443746E-10	-5.7408773579670894E-11	-5.7408773579670894E-11	2.756283775119367E-10	0.26089225776693165	6.108070527477314E9	1.2722087656065826E9	1.2722087656065826E9	3.893053228615079E9	473763.7399070677	-296579.653157824
25940000	-328882.3748240164	-32323.92409015203	-296558.4507338644	1.7334293752194887E-10	-5.3193420109478675E-11	-5.3193420109478675E-11	2.687848400404145E-10	0.24643503677434167	6.141910757571442E9	1.2155047105830083E9	1.215504710583008E9	3.96100037693722E9	473104.7627389673	-296558.4507338644
25950000	-328844.81421508617	-32324.645343645658	-296520.1688714405	1.80479621719131E-10	-5.601470468346948E-11	-5.601470468346948E-11	2.7497486235103623E-10	0.25144411064919586	5.914746521967368E9	1.2048838823769367E9	1.204883882376937E9	3.88214110090705E9	473111.07775562664	-296520.1688714405
25960000	-328834.7992730638	-32345.787206689987	-296489.0120663738	1.7534251313056385E-10	-5.318161753560275E-11	-5.318161753560275E-11	2.7420628893181803E-10	0.24253768245687604	6.059575100638777E9	1.1752392940577781E9	1.1752392940577781E9	3.8748240632569356E9	472107.033020174	-296489.0120663738
25970000	-328842.1364515978	-32330.380104094103	-296511.7563475037	1.7740619639176E-10	-5.311914736333147E-11	-5.311914736333147E-11	2.718357478094295E-10	0.2418874961236035	5.987083307417574E9	1.1699298677457616E9	1.1699298677457616E9	3.9073068410199213E9	472132.64616247633	-296511.7563475037
25980000	-328834.7778966888	-32326.83977926103	-296507.93811742775	1.7795708587737273E-10	-5.0582314869815924E-11	-5.0582314869815924E-11	2.722195985714576E-10	0.2298165831536014	5.932670199530536E9	1.102375411712519E9	1.1023754117125192E9	3.878341991981333E9	472230.3059929048	-296507.93811742775
25990000	-328862.253230314	-32347.5584678285	-296514.6947624855	1.816099073847324E-10	-5.44167882854074E-11	-5.44167882854074E-11	2.7047926350043825E-10	0.24552524313534038	5.859535846329894E9	1.1788597671923664E9	1.1788597671923661E9	3.9343118159879465E9	472266.76912131597	-296514.6947624855
26000000	-328853.6830895391	-32341.454702577084	-296512.22838696203	1.7460214598786568E-10	-5.3196301598303354E-11	-5.3196301598303354E-11	2.739211555982726E-10	0.24324496722622596	6.087491881887839E9	1.1822089952082946E9	1.1822089952082944E9	3.880274029728978E9	473390.5041557473	-296512.22838696203
26010000	-328864.3824318729	-32330.544756967123	-296533.8376749058	1.7311670745227872E-10	-5.1596206687358954E-11	-5.1596206687358954E-11	2.729458570814045E-10	0.2373613638198169	6.121328153458712E9	1.1571427241440356E9	1.1571427241440356E9	3.8824702689869323E9	473548.550104942	-296533.8376749058
26020000	-328853.62186362274	-32319.269736427614	-296534.3521271951	1.7923808863766206E-10	-5.3945683500245244E-11	-5.3945683500245244E-11	2.765680320923256E-10	0.2422928276135695	5.927128186774949E9	1.1561096877689948E9	1.1561096877689948E9	3.8412506292603903E9	472727.31539616437	-296534.3521271951
26030000	-328855.5649109358	-32326.076880257096	-296529.4880306787	1.766181050176756E-10	-5.434644518406293E-11	-5.434644518406293E-11	2.7411239057736343E-10	0.24699558934338653	6.029792146378671E9	1.1954868864710245E9	1.1954868864710245E9	3.8851598802254596E9	469968.79963079654	-296529.4880306787
26040000	-328866.8010009578	-32304.614691885326	-296562.1863090725	1.7368636430378034E-10	-5.4594320578091464E-11	-5.4594320578091464E-11	2.75971712707332E-10	0.24936317503040484	6.13925550461985E9	1.2145030367133133E9	1.2145030367133133E9	3.8638198011990037E9	473297.37658135995	-296562.1863090725
26050000	-328844.38513871864	-32296.09235728209	-296548.2927814365	1.769439176269563E-10	-5.1557025581362415E-11	-5.1557025581362415E-11	2.709460104235552E-10	0.23546624309163441	5.983245351213025E9	1.1385232546876416E9	1.1385232546876416E9	3.9074163554277854E9	474266.50616685336	-296548.2927814365
26060000	-328874.10767242464	-32322.001099630455	-296552.1065727942	1.7645223811970395E-10	-5.29489291502407E-11	-5.29489291502407E-11	2.732705644754971E-10	0.2411277361043955	6.017106072536967E9	1.1658750137825778E9	1.1658750137825778E9	3.8852769801264496E9	473325.4066682552	-296552.1065727942
26070000	-328945.4918257557	-32377.63472726185	-296567.85709849384	1.7450478377920408E-10	-5.23140405871664E-11	-5.23140405871664E-11	2.732536927093794E-10	0.23956952769688913	6.079421566559119E9	1.1638968294482334E9	1.1638968294482334E9	3.8824293112237763E9	471477.00640930806	-296567.85709849384
26080000	-328964.40510422585	-32389.64418219764	-296574.7609220282	1.77898813498331E-10	-5.258270641596667E-11	-5.258270641596667E-11	2.7047979572016644E-10	0.23971156909014724	5.963866487055528E9	1.1594072664758456E9	1.1594072664758456E9	3.9225287385505605E9	471305.26245054405	-296574.7609220282
26090000	-328918.84478717064	-32383.437155168882	-296535.4076320018	1.7738402027745404E-10	-5.389714768559303E-11	-5.389714768559303E-11	2.70072733964803E-10	0.2462454219324552	6.001391619646053E9	1.1976695525483816E9	1.1976695525483813E9	3.941719540229392E9	473642.23953895946	-296535.4076320018
26100000	-328927.3875226271	-32401.410348210407	-296525.97717441665	1.7569546420900478E-10	-4.772678878291976E-11	-4.772678878291976E-11	2.640963166192602E-10	0.2215648012505725	5.985500543891385E9	1.0816838488141265E9	1.0816838488141263E9	3.9819763866617813E9	472743.51635108836	-296525.97717441665
26110000	-328901.2625319987	-32374.218756207807	-296527.0437757909	1.7659871585728242E-10	-4.8438480423428764E-11	-4.8438480423428764E-11	2.674414737106709E-10	0.222885779857033	5.958565363804145E9	1.0792037888580916E9	1.0792037888580918E9	3.9345991367737036E9	473587.70489564043	-296527.0437757909
26120000	-328820.17286464776	-32314.744418407136	-296505.4284462406	1.791174182182318E-10	-5.392885190732088E-11	-5.392885190732088E-11	2.774406293856235E-10	0.24191747103709835	5.9299762600542145E9	1.1526675535971935E9	1.1526675535971937E9	3.828430032574589E9	471235.28081745096	-296505.4284462406
26130000	-328832.9307731167	-32319.359247881166	-296513.57152523554	1.7507479385303418E-10	-5.3921419457365303E-11	-5.3921419457365303E-11	2.742216165484467E-10	0.24609266031581697	6.08006282683675E9	1.1955498699902024E9	1.1955498699902024E9	3.881771829004885E9	472499.1794642194	-296513.57152523554
26140000	-328813.94285003317	-32301.74590254028	-296512.1969474929	1.7393393865735348E-10	-5.3116195639403816E-11	-5.3116195639403816E-11	2.74521125165712E-10	0.24307870332180564	6.110353242475864E9	1.1822722861757789E9	1.1822722861757789E9	3.8714609136546793E9	475412.799378294	-296512.1969474929
26150000	-328849.4005630078	-32339.637506105104	-296509.7630569027	1.7169802813415772E-10	-4.9713997473370096E-11	-4.9713997473370096E-11	2.7101254882999124E-10	0.23046306414447296	6.150871315529989E9	1.128303476571131E9	1.128303476571131E9	3.8968397616375647E9	474688.7826717102	-296509.7630569027
26160000	-328763.68955375825	-32258.641964734314	-296505.04758902395	1.767920628169285E-10	-5.1128361998311886E-11	-5.1128361998311886E-11	2.7515600908519467E-10	0.23181471316883492	5.977586437652189E9	1.1107306152483568E9	1.1107306152483568E9	3.8406932870283747E9	473993.4213716542	-296505.04758902395
26170000	-328769.81599300966	-32251.480609553622	-296518.335383456	1.8072173339282684E-10	-5.3075446317663683E-11	-5.3075446317663683E-11	2.74999643131218E-10	0.23807971721952353	5.865857018775997E9	1.1321213939124331E9	1.132121393912433E9	3.8548699052742023E9	476119.4068077101	-296518.335383456
26180000	-328743.25289793796	-32253.179962897226	-296490.07293504075	1.768911100772074E-10	-5.211135494933941E-11	-5.211135494933941E-11	2.72781565344746E-10	0.2372312259226588	5.990322643364346E9	1.144372894608573E9	1.1443728946085727E9	3.8845543714296303E9	474470.1452909263	-296490.07293504075
26190000	-328844.3257245968	-32356.39451028812	-296487.93121430866	1.7876694228690046E-10	-5.2614893270308685E-11	-5.2614893270308685E-11	2.7450825387681136E-10	0.23751299944530965	5.928305483473499E9	1.1362760714172194E9	1.1362760714172194E9	3.860667317853448E9	474043.61092258664	-296487.93121430866
26200000	-328898.5606307041	-32374.80951643983	-296523.75111426425	1.769976655014701E-10	-5.362325963299042E-11	-5.362325963299042E-11	2.7528231480719674E-10	0.24292951620733588	6.004123900722598E9	1.169565487788735E9	1.1695654877887347E9	3.8604583609150095E9	473602.8793329104	-296523.75111426425
26210000	-328881.5288419892	-32319.989967874593	-296561.5388741146	1.7814993321024184E-10	-5.152271369197715E-11	-5.152271369197715E-11	2.6946320210776384E-10	0.23515605405686968	5.941822463630563E9	1.136106211191555E9	1.136106211191555E9	3.928311052355006E9	472951.9898104239	-296561.5388741146
26220000	-328859.13840672973	-32311.93093118	-296547.2074755497	1.7720081607328518E-10	-5.288224284066516E-11	-5.288224284066516E-11	2.709645857015558E-10	0.24133523885623284	5.992323981223035E9	1.169479513843194E9	1.169479513843194E9	3.9187582277551556E9	470844.3188657766	-296547.2074755497
26230000	-328891.8810936027	-32323.881040646687	-296568.000052956	1.7795434837406885E-10	-5.198280368006745E-11	-5.198280368006745E-11	2.7703506902472786E-10	0.23411973441844078	5.94529240412023E9	1.1155734505092292E9	1.1155734505092292E9	3.8189772846920023E9	473033.313032015	-296568.000052956
26240000	-328808.348010469	-32254.843134418297	-296553.5048760507	1.7910287474588838E-10	-5.411426874917432E-11	-5.411426874917432E-11	2.788491674660937E-10	0.24214518617018185	5.931152206440805E9	1.1510163986077626E9	1.1510163986077626E9	3.809537680825727E9	472090.52220196	-296553.5048760507
26250000	-328873.9177976355	-32314.43373726359	-296559.4840603719	1.7901522381182574E-10	-5.429080125118791E-11	-5.429080125118791E-11	2.757309248121963E-10	0.2443647337796472	5.940870985249733E9	1.169744184983329E9	1.169744184983329E9	3.857044144707489E9	474679.0051930366	-296559.4840603719
26260000	-328861.2330870384	-32308.360769227835	-296552.87231781054	1.743802836515033E-10	-5.351586683799625E-11	-5.351586683799625E-11	2.7728502562766196E-10	0.24337203085484535	6.095637542842125E9	1.1764548997805192E9	1.1764548997805195E9	3.8334526047753572E9	472400.4764143218	-296552.87231781054
26270000	-328872.7105573822	-32340.36097846301	-296532.3495789192	1.7348099737552118E-10	-5.250583417291285E-11	-5.250583417291285E-11	2.670981750665273E-10	0.24391928992395598	6.128973294254415E9	1.2048261106919947E9	1.2048261106919947E9	3.980784966839846E9	473760.94440260134	-296532.3495789192
26280000	-328855.37816802785	-32361.70576342179	-296493.67240460607	1.771292294998656E-10	-5.221582469957506E-11	-5.221582469957506E-11	2.724200879597287E-10	0.23770453122433788	5.983694982716628E9	1.146918241651277E9	1.146918241651277E9	3.8906355613815413E9	474591.333112973	-296493.67240460607
26290000	-328829.5529352232	-32339.763753748204	-296489.789181475	1.7534018359694207E-10	-5.1896600833721173E-11	-5.1896600833721173E-11	2.73040794522923E-10	0.23718346808544627	6.043163415763297E9	1.1486182499168088E9	1.1486182499168086E9	3.8807731448250713E9	472145.6414894469	-296489.789181475
26300000	-328815.3751760492	-32311.788510764065	-296503.5866652851	1.7946408761173228E-10	-5.063740616216994E-11	-5.063740616216994E-11	2.7620662253152816E-10	0.22743936284886052	5.876108705863094E9	1.0772764985310507E9	1.0772764985310507E9	3.817976839004659E9	471373.14605642465	-296503.5866652851
26310000	-328816.3439232928	-32285.37901181589	-296530.96491147694	1.7785491826146897E-10	-5.2483737612108E-11	-5.2483737612108E-11	2.7724810676972313E-10	0.23635104201851515	5.955230256775449E9	1.1273395005574892E9	1.1273395005574894E9	3.8202857465380187E9	473397.11324534455	-296530.96491147694
26320000	-328804.6796392214	-32284.776963414373	-296519.902675807	1.8006775189467794E-10	-5.2425061773763776E-11	-5.2425061773763776E-11	2.729609656922458E-10	0.23646708984952527	5.8823889203373375E9	1.1297754671401684E9	1.1297754671401684E9	3.880512900330043E9	471047.5972980876	-296519.902675807
26330000	-328800.53713249095	-32281.941023998974	-296518.596108492	1.7388044103731827E-10	-5.182752966015248E-11	-5.182752966015248E-11	2.730891109844195E-10	0.23783893443836757	6.095907507079438E9	1.1568964650030694E9	1.1568964650030694E9	3.88136708209558E9	472119.8932286804	-296518.596108492
26340000	-328803.011382783	-32292.147764389618	-296510.86361839337	1.7768635073491971E-10	-4.91760921335058E-11	-4.91760921335058E-11	2.7706214686417203E-10	0.22163501945507938	5.918629710311764E9	1.0505046728057151E9	1.050504672805715E9	3.795753864175974E9	472372.4720901125	-296510.86361839337
26350000	-328811.05824377364	-32306.107613779655	-296504.950629994	1.7798161219957835E-10	-5.056503202221147E-11	-5.056503202221147E-11	2.7652511925591025E-10	0.2279268162897502	5.926440264397195E9	1.0837013380677264E9	1.0837013380677264E9	3.8144722465004907E9	471237.18791319954	-296504.950629994
26360000	-328775.15269105195	-32283.402193019345	-296491.7504980326	1.7810437038978988E-10	-5.134269218988003E-11	-5.134269218988003E-11	2.70541957060896E-10	0.23389666827187094	5.939628478941839E9	1.127205998025341E9	1.1272059980253406E9	3.9102023289980335E9	473331.18422270135	-296491.7504980326
26370000	-328783.1801343187	-32321.409486757515	-296461.7706475612	1.773644616894412E-10	-4.901283723557322E-11	-4.901283723557322E-11	2.7353804344301075E-10	0.22251929373756268	5.931821209172744E9	1.0628700263269852E9	1.0628700263269852E9	3.84624479418026E9	473085.2434943358	-296461.7706475612
26380000	-328813.71746173286	-32351.57191963633	-296462.1455420965	1.7190119278567686E-10	-5.192491178765165E-11	-5.192491178765165E-11	2.743869906566449E-10	0.2390862300405666	6.169985390598746E9	1.1676061841388204E9	1.1676061841388204E9	3.8654450984571095E9	473532.68538340717	-296462.1455420965
26390000	-328807.10427004256	-32359.17794835948	-296447.9263216831	1.7473771225258876E-10	-5.219901850566601E-11	-5.219901850566601E-11	2.704223355733784E-10	0.2401307264303783	6.073052045428261E9	1.1722676510171752E9	1.1722676510171752E9	3.9241995989679914E9	474491.3023111388	-296447.9263216831
