,date,ltla_code,rates_sgtf,rates_Nsgtf,excess_growthrate,inf_mov,b117_intro_count_daily,LTLA_name,dateltlacode,date_int,inf_mov_log,inf_mov_st
893,24/10/2020,E06000030,-0.049877665,-0.063687801,0.013810137,NA,0,Swindon,2020-10-24E06000030,20,NA,NA
894,21/12/2020,E06000030,0.098771667,0.002705158,0.096066509,NA,0.571428571,Swindon,2020-12-21E06000030,78,NA,NA
895,26/10/2020,E06000030,0.034284339,-0.025088267,0.059372607,NA,0,Swindon,2020-10-26E06000030,22,NA,NA
896,11/12/2020,E06000030,0.105524464,0.058397976,0.047126487,NA,0.428571429,Swindon,2020-12-11E06000030,68,NA,NA
897,02/01/2021,E06000030,-0.028257269,-0.061978504,0.033721234,NA,1.142857143,Swindon,2021-01-02E06000030,90,NA,NA
898,13/12/2020,E06000030,0.043871222,-0.007882193,0.051753415,NA,1.285714286,Swindon,2020-12-13E06000030,70,NA,NA
899,15/11/2020,E06000030,-0.059936706,-0.114037523,0.054100817,NA,0,Swindon,2020-11-15E06000030,42,NA,NA
900,26/12/2020,E06000030,-0.082433821,-0.162926983,0.080493162,NA,0.571428571,Swindon,2020-12-26E06000030,83,NA,NA
901,25/12/2020,E06000030,-0.115160625,-0.182350424,0.067189799,NA,0.571428571,Swindon,2020-12-25E06000030,82,NA,NA
902,30/10/2020,E06000030,0.018385897,0.043488688,-0.025102791,NA,0,Swindon,2020-10-30E06000030,26,NA,NA
903,08/12/2020,E06000030,0.112232863,0.038244345,0.073988517,NA,0.428571429,Swindon,2020-12-08E06000030,65,NA,NA
904,25/11/2020,E06000030,0.060734906,0.017554081,0.043180825,NA,0,Swindon,2020-11-25E06000030,52,NA,NA
905,12/11/2020,E06000030,0.06622423,0.061577509,0.00464672,NA,0,Swindon,2020-11-12E06000030,39,NA,NA
906,13/11/2020,E06000030,0.02399871,0.002868644,0.021130066,NA,0,Swindon,2020-11-13E06000030,40,NA,NA
907,16/12/2020,E06000030,0.184471598,0.07914526,0.105326338,NA,1.285714286,Swindon,2020-12-16E06000030,73,NA,NA
908,06/11/2020,E06000030,0.013586164,0.039424668,-0.025838504,NA,0,Swindon,2020-11-06E06000030,33,NA,NA
909,29/12/2020,E06000030,0.262526302,0.204391988,0.058134315,NA,1.142857143,Swindon,2020-12-29E06000030,86,NA,NA
910,02/11/2020,E06000030,0.001400691,0.004964592,-0.003563901,NA,0,Swindon,2020-11-02E06000030,29,NA,NA
911,18/12/2020,E06000030,0.128161242,0.029922741,0.098238501,NA,1.285714286,Swindon,2020-12-18E06000030,75,NA,NA
912,23/10/2020,E06000030,-0.002708946,0.043666212,-0.046375157,NA,0,Swindon,2020-10-23E06000030,19,NA,NA
913,18/11/2020,E06000030,0.036267158,-0.001472765,0.037739923,NA,0,Swindon,2020-11-18E06000030,45,NA,NA
914,26/11/2020,E06000030,0.057980492,0.030162816,0.027817676,NA,0,Swindon,2020-11-26E06000030,53,NA,NA
915,03/01/2021,E06000030,-0.065297261,-0.098495968,0.033198707,NA,1.571428571,Swindon,2021-01-03E06000030,91,NA,NA
916,12/12/2020,E06000030,0.045956788,-0.020880332,0.06683712,NA,0.428571429,Swindon,2020-12-12E06000030,69,NA,NA
917,19/12/2020,E06000030,-0.020729529,-0.053833939,0.033104411,NA,1.285714286,Swindon,2020-12-19E06000030,76,NA,NA
918,07/01/2021,E06000030,-0.015383659,-0.058351926,0.042968267,NA,1.571428571,Swindon,2021-01-07E06000030,95,NA,NA
919,03/11/2020,E06000030,0.025589973,0.0439197,-0.018329727,NA,0,Swindon,2020-11-03E06000030,30,NA,NA
920,15/12/2020,E06000030,0.132570071,0.06092975,0.071640321,NA,1.285714286,Swindon,2020-12-15E06000030,72,NA,NA
921,06/12/2020,E06000030,0.040392074,-0.093856144,0.134248218,NA,0.428571429,Swindon,2020-12-06E06000030,63,NA,NA
922,06/01/2021,E06000030,0.10589715,0.077044337,0.028852813,NA,1.571428571,Swindon,2021-01-06E06000030,94,NA,NA
923,14/11/2020,E06000030,-0.050002586,-0.08719914,0.037196554,NA,0,Swindon,2020-11-14E06000030,41,NA,NA
924,01/12/2020,E06000030,0.058812265,0.012987291,0.045824974,NA,0.142857143,Swindon,2020-12-01E06000030,58,NA,NA
925,27/10/2020,E06000030,0.007469399,0.026310834,-0.018841435,NA,0,Swindon,2020-10-27E06000030,23,NA,NA
926,22/12/2020,E06000030,0.128072918,0.048830041,0.079242876,NA,0.571428571,Swindon,2020-12-22E06000030,79,NA,NA
927,09/12/2020,E06000030,0.137577765,0.059884704,0.077693061,NA,0.428571429,Swindon,2020-12-09E06000030,66,NA,NA
928,10/12/2020,E06000030,0.162943329,0.083218105,0.079725224,NA,0.428571429,Swindon,2020-12-10E06000030,67,NA,NA
929,04/01/2021,E06000030,0.054081182,-0.000313407,0.054394589,NA,1.571428571,Swindon,2021-01-04E06000030,92,NA,NA
930,01/01/2021,E06000030,-0.0250854,-0.066069644,0.040984244,NA,1.142857143,Swindon,2021-01-01E06000030,89,NA,NA
931,07/12/2020,E06000030,0.069785919,-0.005561255,0.075347173,NA,0.428571429,Swindon,2020-12-07E06000030,64,NA,NA
932,31/12/2020,E06000030,0.105649887,0.077149574,0.028500312,NA,1.142857143,Swindon,2020-12-31E06000030,88,NA,NA
933,31/10/2020,E06000030,-0.01858931,-0.065389327,0.046800017,NA,0,Swindon,2020-10-31E06000030,27,NA,NA
934,09/01/2021,E06000030,-0.111064381,-0.199639055,0.088574674,NA,1.571428571,Swindon,2021-01-09E06000030,97,NA,NA
935,14/12/2020,E06000030,0.110801157,0.029654605,0.081146552,NA,1.285714286,Swindon,2020-12-14E06000030,71,NA,NA
936,21/10/2020,E06000030,0.038413659,0.122137766,-0.083724107,NA,0,Swindon,2020-10-21E06000030,17,NA,NA
937,05/11/2020,E06000030,0.041988425,0.085686942,-0.043698516,NA,0,Swindon,2020-11-05E06000030,32,NA,NA
938,11/11/2020,E06000030,0.077557485,0.071792409,0.005765075,NA,0,Swindon,2020-11-11E06000030,38,NA,NA
939,22/10/2020,E06000030,0.01011074,0.109088445,-0.098977704,NA,0,Swindon,2020-10-22E06000030,18,NA,NA
940,02/12/2020,E06000030,0.064639331,0.040204193,0.024435138,NA,0.142857143,Swindon,2020-12-02E06000030,59,NA,NA
941,03/12/2020,E06000030,0.076262666,0.050893874,0.025368791,NA,0.142857143,Swindon,2020-12-03E06000030,60,NA,NA
942,08/11/2020,E06000030,-0.00395102,-0.043298172,0.039347152,NA,0,Swindon,2020-11-08E06000030,35,NA,NA
943,17/12/2020,E06000030,0.168094742,0.082560844,0.085533898,NA,1.285714286,Swindon,2020-12-17E06000030,74,NA,NA
944,05/01/2021,E06000030,0.118870196,0.06892149,0.049948707,NA,1.571428571,Swindon,2021-01-05E06000030,93,NA,NA
945,24/12/2020,E06000030,0.081834566,0.018877627,0.062956939,NA,0.571428571,Swindon,2020-12-24E06000030,81,NA,NA
946,17/11/2020,E06000030,0.027570026,-0.012441705,0.040011731,NA,0,Swindon,2020-11-17E06000030,44,NA,NA
947,04/11/2020,E06000030,0.043909728,0.068290141,-0.024380413,NA,0,Swindon,2020-11-04E06000030,31,NA,NA
948,28/10/2020,E06000030,0.037973716,0.063691973,-0.025718258,NA,0,Swindon,2020-10-28E06000030,24,NA,NA
949,05/12/2020,E06000030,0.020717207,-0.082504611,0.103221818,NA,0.142857143,Swindon,2020-12-05E06000030,62,NA,NA
950,07/11/2020,E06000030,0.01045645,-0.082888252,0.093344702,NA,0,Swindon,2020-11-07E06000030,34,NA,NA
951,08/01/2021,E06000030,-0.050674741,-0.149181385,0.098506644,NA,1.571428571,Swindon,2021-01-08E06000030,96,NA,NA
952,27/12/2020,E06000030,0.027653851,-0.060379109,0.08803296,NA,1.142857143,Swindon,2020-12-27E06000030,84,NA,NA
953,16/11/2020,E06000030,-0.010370921,-0.049908021,0.0395371,NA,0,Swindon,2020-11-16E06000030,43,NA,NA
954,28/11/2020,E06000030,-0.017604294,-0.109490046,0.091885752,NA,0,Swindon,2020-11-28E06000030,55,NA,NA
955,23/11/2020,E06000030,0.011542685,-0.069356531,0.080899216,NA,0,Swindon,2020-11-23E06000030,50,NA,NA
956,20/12/2020,E06000030,0.052297295,-0.063667183,0.115964478,NA,0.571428571,Swindon,2020-12-20E06000030,77,NA,NA
957,24/11/2020,E06000030,0.040406945,-0.016186964,0.05659391,NA,0,Swindon,2020-11-24E06000030,51,NA,NA
958,30/12/2020,E06000030,0.307478747,0.270302081,0.037176665,NA,1.142857143,Swindon,2020-12-30E06000030,87,NA,NA
959,04/12/2020,E06000030,0.068355864,0.010016661,0.058339203,NA,0.142857143,Swindon,2020-12-04E06000030,61,NA,NA
960,09/11/2020,E06000030,0.046580216,0.025985718,0.020594498,NA,0,Swindon,2020-11-09E06000030,36,NA,NA
961,10/11/2020,E06000030,0.057788865,0.051792091,0.005996774,NA,0,Swindon,2020-11-10E06000030,37,NA,NA
962,27/11/2020,E06000030,0.022898562,-0.003095615,0.025994177,NA,0,Swindon,2020-11-27E06000030,54,NA,NA
963,28/12/2020,E06000030,0.111086958,0.035572497,0.075514461,NA,1.142857143,Swindon,2020-12-28E06000030,85,NA,NA
964,29/10/2020,E06000030,0.044144597,0.087477558,-0.043332961,NA,0,Swindon,2020-10-29E06000030,25,NA,NA
965,25/10/2020,E06000030,-0.099192308,-0.082486885,-0.016705423,NA,0,Swindon,2020-10-25E06000030,21,NA,NA
966,01/11/2020,E06000030,-0.040264561,-0.092386901,0.05212234,NA,0,Swindon,2020-11-01E06000030,28,NA,NA
967,23/12/2020,E06000030,0.131102157,0.060322883,0.070779274,NA,0.571428571,Swindon,2020-12-23E06000030,80,NA,NA
968,11/12/2020,E06000031,0.125824266,0.0456654,0.080158867,NA,0.285714286,Peterborough,2020-12-11E06000031,68,NA,NA
969,04/01/2021,E06000031,0.063504098,-0.001378868,0.064882966,NA,0.285714286,Peterborough,2021-01-04E06000031,92,NA,NA
970,26/11/2020,E06000031,0.095963278,0.033372904,0.062590374,NA,0.142857143,Peterborough,2020-11-26E06000031,53,NA,NA
971,25/10/2020,E06000031,5.55E-05,-0.12023516,0.120290678,NA,0,Peterborough,2020-10-25E06000031,21,NA,NA
972,12/10/2020,E06000031,0.012997756,-0.014464369,0.027462124,NA,0,Peterborough,2020-10-12E06000031,8,NA,NA
973,24/10/2020,E06000031,-0.011174669,-0.091454944,0.080280275,NA,0,Peterborough,2020-10-24E06000031,20,NA,NA
974,20/11/2020,E06000031,0.007716288,-0.045771969,0.053488257,NA,0.142857143,Peterborough,2020-11-20E06000031,47,NA,NA
975,25/11/2020,E06000031,0.078077802,0.018547591,0.05953021,NA,0.142857143,Peterborough,2020-11-25E06000031,52,NA,NA
976,13/01/2021,E06000031,0.024215682,0.054241406,-0.030025724,NA,0.285714286,Peterborough,2021-01-13E06000031,101,NA,NA
977,11/11/2020,E06000031,0.081164502,0.071906489,0.009258014,NA,0.142857143,Peterborough,2020-11-11E06000031,38,NA,NA
978,23/11/2020,E06000031,0.018434841,-0.070138425,0.088573265,NA,0.142857143,Peterborough,2020-11-23E06000031,50,NA,NA
979,25/12/2020,E06000031,-0.101347492,-0.182513682,0.08116619,NA,0.142857143,Peterborough,2020-12-25E06000031,82,NA,NA
980,21/12/2020,E06000031,0.077319008,-0.001070017,0.078389024,NA,0.142857143,Peterborough,2020-12-21E06000031,78,NA,NA
981,24/11/2020,E06000031,0.049430775,-0.014952551,0.064383327,NA,0.142857143,Peterborough,2020-11-24E06000031,51,NA,NA
982,03/01/2021,E06000031,-0.057074571,-0.107367309,0.050292738,NA,0.285714286,Peterborough,2021-01-03E06000031,91,NA,NA
983,10/01/2021,E06000031,-0.125146066,-0.114026893,-0.011119173,NA,0.285714286,Peterborough,2021-01-10E06000031,98,NA,NA
984,01/12/2020,E06000031,0.082434126,0.009711693,0.072722434,NA,0,Peterborough,2020-12-01E06000031,58,NA,NA
985,06/12/2020,E06000031,0.012751423,-0.06323894,0.075990363,NA,0.285714286,Peterborough,2020-12-06E06000031,63,NA,NA
986,10/10/2020,E06000031,0.05061608,-0.021287727,0.071903807,NA,0,Peterborough,2020-10-10E06000031,6,NA,NA
987,28/10/2020,E06000031,0.023848554,0.063215066,-0.039366512,NA,0,Peterborough,2020-10-28E06000031,24,NA,NA
988,28/11/2020,E06000031,-0.016906025,-0.101148367,0.084242343,NA,0.142857143,Peterborough,2020-11-28E06000031,55,NA,NA
989,04/12/2020,E06000031,0.018616382,0.016659936,0.001956446,NA,0,Peterborough,2020-12-04E06000031,61,NA,NA
990,27/10/2020,E06000031,0.025667054,0.027116203,-0.00144915,NA,0,Peterborough,2020-10-27E06000031,23,NA,NA
991,20/12/2020,E06000031,0.019072714,-0.070202946,0.089275661,NA,0.142857143,Peterborough,2020-12-20E06000031,77,NA,NA
992,27/11/2020,E06000031,0.065818785,-0.005960618,0.071779403,NA,0.142857143,Peterborough,2020-11-27E06000031,54,NA,NA
993,29/11/2020,E06000031,0.019459718,-0.125444879,0.144904597,NA,0,Peterborough,2020-11-29E06000031,56,NA,NA
994,03/12/2020,E06000031,0.030361732,0.049790397,-0.019428664,NA,0,Peterborough,2020-12-03E06000031,60,NA,NA
995,01/01/2021,E06000031,-0.014915465,-0.068612515,0.05369705,NA,0.428571429,Peterborough,2021-01-01E06000031,89,NA,NA
996,06/11/2020,E06000031,0.025413376,0.041888013,-0.016474636,NA,0,Peterborough,2020-11-06E06000031,33,NA,NA
997,21/11/2020,E06000031,-0.049177486,-0.13282769,0.083650204,NA,0.142857143,Peterborough,2020-11-21E06000031,48,NA,NA
998,10/12/2020,E06000031,0.149958241,0.085069016,0.064889225,NA,0.285714286,Peterborough,2020-12-10E06000031,67,NA,NA
999,08/10/2020,E06000031,-0.011101277,0.106455214,-0.117556491,NA,0,Peterborough,2020-10-08E06000031,4,NA,NA
1000,11/10/2020,E06000031,0.08138013,-0.06812597,0.1495061,NA,0,Peterborough,2020-10-11E06000031,7,NA,NA
1001,23/10/2020,E06000031,-0.012133617,0.044098461,-0.056232078,NA,0,Peterborough,2020-10-23E06000031,19,NA,NA
1002,22/12/2020,E06000031,0.108240159,0.043098434,0.065141724,NA,0.142857143,Peterborough,2020-12-22E06000031,79,NA,NA
1003,26/12/2020,E06000031,-0.086742948,-0.159993219,0.073250271,NA,0.142857143,Peterborough,2020-12-26E06000031,83,NA,NA
1004,05/01/2021,E06000031,0.119716988,0.066827063,0.052889925,NA,0.285714286,Peterborough,2021-01-05E06000031,93,NA,NA
1005,31/12/2020,E06000031,0.105474393,0.073700512,0.031773882,NA,0.428571429,Peterborough,2020-12-31E06000031,88,NA,NA
1006,28/12/2020,E06000031,0.119925079,0.035389506,0.084535573,NA,0.428571429,Peterborough,2020-12-28E06000031,85,NA,NA
1007,07/01/2021,E06000031,-0.015083184,-0.055875587,0.040792403,NA,0.285714286,Peterborough,2021-01-07E06000031,95,NA,NA
1008,08/01/2021,E06000031,-0.050927206,-0.099333926,0.04840672,NA,0.285714286,Peterborough,2021-01-08E06000031,96,NA,NA
1009,30/12/2020,E06000031,0.305963832,0.262099136,0.043864696,NA,0.428571429,Peterborough,2020-12-30E06000031,87,NA,NA
1010,10/11/2020,E06000031,0.067089404,0.053970707,0.013118697,NA,0.142857143,Peterborough,2020-11-10E06000031,37,NA,NA
1011,05/10/2020,E06000031,0.039834975,0.045142183,-0.005307208,NA,0,Peterborough,2020-10-05E06000031,1,NA,NA
1012,14/01/2021,E06000031,0.015109814,0.037265745,-0.02215593,NA,0.285714286,Peterborough,2021-01-14E06000031,102,NA,NA
1013,23/12/2020,E06000031,0.101686196,0.05784371,0.043842486,NA,0.142857143,Peterborough,2020-12-23E06000031,80,NA,NA
1014,02/01/2021,E06000031,-0.017799588,-0.070309353,0.052509765,NA,0.428571429,Peterborough,2021-01-02E06000031,90,NA,NA
1015,29/12/2020,E06000031,0.260703427,0.208884857,0.05181857,NA,0.428571429,Peterborough,2020-12-29E06000031,86,NA,NA
1016,09/12/2020,E06000031,0.130483798,0.064265058,0.06621874,NA,0.285714286,Peterborough,2020-12-09E06000031,66,NA,NA
1017,27/12/2020,E06000031,0.033766339,-0.059907371,0.09367371,NA,0.428571429,Peterborough,2020-12-27E06000031,84,NA,NA
1018,08/11/2020,E06000031,0.001372401,-0.03434522,0.03571762,NA,0.142857143,Peterborough,2020-11-08E06000031,35,NA,NA
1019,06/01/2021,E06000031,0.106924916,0.077986356,0.02893856,NA,0.285714286,Peterborough,2021-01-06E06000031,94,NA,NA
1020,02/12/2020,E06000031,0.119514626,0.040944459,0.078570167,NA,0,Peterborough,2020-12-02E06000031,59,NA,NA
1021,09/11/2020,E06000031,0.047130161,0.027806879,0.019323282,NA,0.142857143,Peterborough,2020-11-09E06000031,36,NA,NA
1022,08/12/2020,E06000031,0.111471413,0.040624511,0.070846902,NA,0.285714286,Peterborough,2020-12-08E06000031,65,NA,NA
1023,22/11/2020,E06000031,-0.052943503,-0.146127421,0.093183918,NA,0.142857143,Peterborough,2020-11-22E06000031,49,NA,NA
1024,09/01/2021,E06000031,-0.11016345,-0.148925613,0.038762162,NA,0.285714286,Peterborough,2021-01-09E06000031,97,NA,NA
1025,11/01/2021,E06000031,-0.021091773,-0.048002475,0.026910702,NA,0.285714286,Peterborough,2021-01-11E06000031,99,NA,NA
1026,06/10/2020,E06000031,-0.003732333,0.065173801,-0.068906133,NA,0,Peterborough,2020-10-06E06000031,2,NA,NA
1027,24/12/2020,E06000031,0.081342918,0.01386035,0.067482568,NA,0.142857143,Peterborough,2020-12-24E06000031,81,NA,NA
1028,30/11/2020,E06000031,0.034410488,-0.03824891,0.072659398,NA,0,Peterborough,2020-11-30E06000031,57,NA,NA
1029,15/01/2021,E06000031,-0.021277433,0.003952927,-0.02523036,NA,0.285714286,Peterborough,2021-01-15E06000031,103,NA,NA
1030,07/12/2020,E06000031,0.070311966,-0.010082773,0.080394739,NA,0.285714286,Peterborough,2020-12-07E06000031,64,NA,NA
1031,13/10/2020,E06000031,-0.017284359,0.028584843,-0.045869202,NA,0,Peterborough,2020-10-13E06000031,9,NA,NA
1032,12/01/2021,E06000031,0.011700974,0.011243975,0.000456999,NA,0.285714286,Peterborough,2021-01-12E06000031,100,NA,NA
1033,26/10/2020,E06000031,0.01892225,-0.025138238,0.044060488,NA,0,Peterborough,2020-10-26E06000031,22,NA,NA
1034,09/10/2020,E06000031,0.01523029,0.067993352,-0.052763061,NA,0,Peterborough,2020-10-09E06000031,5,NA,NA
1035,16/01/2021,E06000031,-0.111962532,-0.096970203,-0.014992329,NA,0.285714286,Peterborough,2021-01-16E06000031,104,NA,NA
1036,05/12/2020,E06000031,-8.54E-06,-0.080060434,0.080051898,NA,0,Peterborough,2020-12-05E06000031,62,NA,NA
1037,12/12/2020,E06000031,0.051268622,-0.046891231,0.098159853,NA,0.285714286,Peterborough,2020-12-12E06000031,69,NA,NA
1038,07/10/2020,E06000031,-0.004944425,0.08134304,-0.086287465,NA,0,Peterborough,2020-10-07E06000031,3,NA,NA
1039,07/11/2020,E06000031,0.001649409,-0.068472859,0.070122268,NA,0,Peterborough,2020-11-07E06000031,34,NA,NA
1040,25/11/2020,E06000032,0.087092146,0.020385575,0.066706572,NA,0,Luton,2020-11-25E06000032,52,NA,NA
1041,27/11/2020,E06000032,0.046443853,-0.009233383,0.055677236,NA,0,Luton,2020-11-27E06000032,54,NA,NA
1042,18/10/2020,E06000032,0.035509512,-0.047918798,0.08342831,NA,0,Luton,2020-10-18E06000032,14,NA,NA
1043,11/12/2020,E06000032,0.121825494,0.044770686,0.077054808,NA,0.857142857,Luton,2020-12-11E06000032,68,NA,NA
1044,06/12/2020,E06000032,0.000326625,-0.063893072,0.064219696,NA,0.857142857,Luton,2020-12-06E06000032,63,NA,NA
1045,05/11/2020,E06000032,0.045469709,0.082345847,-0.036876138,NA,0,Luton,2020-11-05E06000032,32,NA,NA
1046,12/10/2020,E06000032,0.006301551,-0.017867023,0.024168574,NA,0,Luton,2020-10-12E06000032,8,NA,NA
1047,11/10/2020,E06000032,0.081411607,-0.072774607,0.154186214,NA,0,Luton,2020-10-11E06000032,7,NA,NA
1048,17/10/2020,E06000032,0.025636055,-0.030899857,0.056535912,NA,0,Luton,2020-10-17E06000032,13,NA,NA
1049,31/12/2020,E06000032,0.087345304,0.078731039,0.008614264,NA,1.571428571,Luton,2020-12-31E06000032,88,NA,NA
1050,10/11/2020,E06000032,0.092613617,0.050293751,0.042319866,NA,0,Luton,2020-11-10E06000032,37,NA,NA
1051,15/12/2020,E06000032,0.14108097,0.058464634,0.082616336,NA,2.571428571,Luton,2020-12-15E06000032,72,NA,NA
1052,23/11/2020,E06000032,0.014628864,-0.071059777,0.08568864,NA,0,Luton,2020-11-23E06000032,50,NA,NA
1053,21/12/2020,E06000032,0.064447332,-0.000668657,0.065115989,NA,0.571428571,Luton,2020-12-21E06000032,78,NA,NA
1054,28/10/2020,E06000032,0.017048311,0.064274603,-0.047226291,NA,0,Luton,2020-10-28E06000032,24,NA,NA
1055,06/11/2020,E06000032,0.010273257,0.036511455,-0.026238198,NA,0,Luton,2020-11-06E06000032,33,NA,NA
1056,28/11/2020,E06000032,-0.044554171,-0.080640157,0.036085986,NA,0,Luton,2020-11-28E06000032,55,NA,NA
1057,10/12/2020,E06000032,0.152155342,0.081323004,0.070832338,NA,0.857142857,Luton,2020-12-10E06000032,67,NA,NA
1058,09/12/2020,E06000032,0.131524607,0.063686958,0.067837649,NA,0.857142857,Luton,2020-12-09E06000032,66,NA,NA
1059,27/10/2020,E06000032,0.025368759,0.025252851,0.000115908,NA,0,Luton,2020-10-27E06000032,23,NA,NA
1060,08/01/2021,E06000032,-0.05781425,-0.126290924,0.068476674,NA,0.428571429,Luton,2021-01-08E06000032,96,NA,NA
1061,25/10/2020,E06000032,-0.044321441,-0.104207467,0.059886026,NA,0,Luton,2020-10-25E06000032,21,NA,NA
1062,03/12/2020,E06000032,0.161812779,0.048205118,0.113607661,NA,0.714285714,Luton,2020-12-03E06000032,60,NA,NA
1063,29/11/2020,E06000032,-0.046236412,-0.103272176,0.057035764,NA,0.714285714,Luton,2020-11-29E06000032,56,NA,NA
1064,26/11/2020,E06000032,0.093121857,0.03678079,0.056341067,NA,0,Luton,2020-11-26E06000032,53,NA,NA
1065,24/11/2020,E06000032,0.068732258,-0.013898461,0.08263072,NA,0,Luton,2020-11-24E06000032,51,NA,NA
1066,01/12/2020,E06000032,0.068601166,0.005442083,0.063159083,NA,0.714285714,Luton,2020-12-01E06000032,58,NA,NA
1067,14/10/2020,E06000032,-0.024799212,0.085073796,-0.109873008,NA,0,Luton,2020-10-14E06000032,10,NA,NA
1068,23/12/2020,E06000032,0.108814088,0.059035552,0.049778537,NA,0.571428571,Luton,2020-12-23E06000032,80,NA,NA
1069,19/11/2020,E06000032,0.028759452,0.004858154,0.023901298,NA,0,Luton,2020-11-19E06000032,46,NA,NA
1070,25/12/2020,E06000032,-0.133682168,-0.182383956,0.048701788,NA,0.571428571,Luton,2020-12-25E06000032,82,NA,NA
1071,13/11/2020,E06000032,0.031374735,0.001654146,0.029720589,NA,0,Luton,2020-11-13E06000032,40,NA,NA
1072,27/12/2020,E06000032,0.006825077,-0.059315031,0.066140109,NA,1.571428571,Luton,2020-12-27E06000032,84,NA,NA
1073,15/01/2021,E06000032,-0.025862786,0.020727751,-0.046590537,NA,0,Luton,2021-01-15E06000032,103,NA,NA
1074,12/11/2020,E06000032,0.072394007,0.061061525,0.011332482,NA,0,Luton,2020-11-12E06000032,39,NA,NA
1075,12/12/2020,E06000032,0.045320372,-0.0357033,0.081023672,NA,0.857142857,Luton,2020-12-12E06000032,69,NA,NA
1076,13/01/2021,E06000032,0.011352881,0.055065418,-0.043712537,NA,0,Luton,2021-01-13E06000032,101,NA,NA
1077,02/11/2020,E06000032,0.012507862,0.00393116,0.008576702,NA,0,Luton,2020-11-02E06000032,29,NA,NA
1078,14/12/2020,E06000032,0.11398279,0.014683804,0.099298986,NA,2.571428571,Luton,2020-12-14E06000032,71,NA,NA
1079,03/01/2021,E06000032,-0.071871303,-0.10307937,0.031208067,NA,0.428571429,Luton,2021-01-03E06000032,91,NA,NA
1080,21/11/2020,E06000032,-0.073425232,-0.142548669,0.069123437,NA,0,Luton,2020-11-21E06000032,48,NA,NA
1081,24/10/2020,E06000032,-0.011911912,-0.066301917,0.054390005,NA,0,Luton,2020-10-24E06000032,20,NA,NA
1082,16/12/2020,E06000032,0.181385097,0.070745613,0.110639484,NA,2.571428571,Luton,2020-12-16E06000032,73,NA,NA
1083,10/01/2021,E06000032,-0.116943423,-0.119244127,0.002300704,NA,0,Luton,2021-01-10E06000032,98,NA,NA
1084,16/10/2020,E06000032,0.02474377,0.058967442,-0.034223672,NA,0,Luton,2020-10-16E06000032,12,NA,NA
1085,17/12/2020,E06000032,0.180588469,0.072991062,0.107597406,NA,2.571428571,Luton,2020-12-17E06000032,74,NA,NA
1086,18/12/2020,E06000032,0.138992641,0.021145098,0.117847543,NA,2.571428571,Luton,2020-12-18E06000032,75,NA,NA
1087,30/12/2020,E06000032,0.294116158,0.271799635,0.022316522,NA,1.571428571,Luton,2020-12-30E06000032,87,NA,NA
1088,04/12/2020,E06000032,0.10359623,0.007156167,0.096440063,NA,0.714285714,Luton,2020-12-04E06000032,61,NA,NA
1089,05/01/2021,E06000032,0.118273808,0.067664363,0.050609445,NA,0.428571429,Luton,2021-01-05E06000032,93,NA,NA
1090,20/12/2020,E06000032,0.005560279,-0.06990107,0.07546135,NA,0.571428571,Luton,2020-12-20E06000032,77,NA,NA
1091,20/11/2020,E06000032,-0.010481198,-0.043033215,0.032552016,NA,0,Luton,2020-11-20E06000032,47,NA,NA
1092,22/10/2020,E06000032,-0.012388116,0.111083675,-0.123471791,NA,0,Luton,2020-10-22E06000032,18,NA,NA
1093,04/11/2020,E06000032,0.043618783,0.064638503,-0.02101972,NA,0,Luton,2020-11-04E06000032,31,NA,NA
1094,05/10/2020,E06000032,0.069144332,0.043809512,0.02533482,NA,0,Luton,2020-10-05E06000032,1,NA,NA
1095,22/12/2020,E06000032,0.104571597,0.043743132,0.060828466,NA,0.571428571,Luton,2020-12-22E06000032,79,NA,NA
1096,04/01/2021,E06000032,0.049211468,-0.000679993,0.049891461,NA,0.428571429,Luton,2021-01-04E06000032,92,NA,NA
1097,23/10/2020,E06000032,-0.008941467,0.044204109,-0.053145576,NA,0,Luton,2020-10-23E06000032,19,NA,NA
1098,11/01/2021,E06000032,-0.03250189,-0.043158403,0.010656513,NA,0,Luton,2021-01-11E06000032,99,NA,NA
1099,19/10/2020,E06000032,0.019243984,0.033485419,-0.014241435,NA,0,Luton,2020-10-19E06000032,15,NA,NA
1100,01/11/2020,E06000032,0.0030277,-0.081860996,0.084888697,NA,0,Luton,2020-11-01E06000032,28,NA,NA
1101,12/01/2021,E06000032,0.001164225,0.015117762,-0.013953538,NA,0,Luton,2021-01-12E06000032,100,NA,NA
1102,07/01/2021,E06000032,-0.021028183,-0.059927933,0.038899751,NA,0.428571429,Luton,2021-01-07E06000032,95,NA,NA
1103,01/01/2021,E06000032,-0.039093969,-0.068517292,0.029423322,NA,1.571428571,Luton,2021-01-01E06000032,89,NA,NA
1104,18/11/2020,E06000032,0.038633055,0.004477284,0.034155771,NA,0,Luton,2020-11-18E06000032,45,NA,NA
1105,31/10/2020,E06000032,-0.024968298,-0.059001894,0.034033596,NA,0,Luton,2020-10-31E06000032,27,NA,NA
1106,21/10/2020,E06000032,0.008526676,0.121702455,-0.113175779,NA,0,Luton,2020-10-21E06000032,17,NA,NA
1107,29/10/2020,E06000032,0.022327438,0.087110294,-0.064782856,NA,0,Luton,2020-10-29E06000032,25,NA,NA
